"Category","ios"
"18_6_2",28.91566265060241
"18_6_1",1.2048192771084338
"18_7_1",7.228915662650603
"18_7",28.91566265060241
"16_7",2.4096385542168677
"26_0_1",18.072289156626507
"16_7_12",2.4096385542168677
"18_5",2.4096385542168677
"18_3_1",1.2048192771084338
"18_6",2.4096385542168677
"19_0",2.4096385542168677
"26_0_0",1.2048192771084338
"17_0_2",1.2048192771084338
